cui	disease_name
C4021768	Abnormality of metabolism/homeostasis
C4021813	Oral cleft
C4021818	Abnormality of the ovary
C4021866	obsolete Abnormal heart morphology
C4022713	Biventricular noncompaction cardiomyopathy
C4022737	Neurodevelopmental abnormality
C4022738	Neurodevelopmental delay
C4022990	Dynein arm defect of respiratory motile cilia
C4023010	Hyperplastic colonic polyposis
C4023013	Stereotypical body rocking
C4023125	Decreased activity of mitochondrial ATP synthase complex
C4023434	Abnormality of urine calcium concentration
C4023512	Myoclonic absence seizure
C4023577	Abnormality of the intrahepatic bile duct
C4023591	Abnormality of circulating enzyme level
C4023628	Mild fetal ventriculomegaly
C4024202	Reduced number of teeth
C4024216	Tibial pseudarthrosis
C4024217	Spinal neurofibromas
C4024220	Hypomelanotic macule
C4024297	Abnormality of the hairline
C4024762	Pattern dystrophy of the retina
C4024800	Patchy atrophy of the retinal pigment epithelium
C4024834	Multiple cutaneous malignancies
C4024864	Depigmentation/hyperpigmentation of skin
C4024876	Palmoplantar blistering
C4024881	Few cafe-au-lait spots
C4024934	Cerebellar medulloblastoma
C4024949	Generalized hyperreflexia
C4024961	Metachromatic leukodystrophy variant
C4024989	Hereditary nonpolyposis colorectal carcinoma
C4025019	Intrahepatic cholestasis with episodic jaundice
C4025276	Congenital lactic acidosis
C4025298	Effort-induced polymorphic ventricular tachycardia
C4025357	Abnormality of body weight
C4025360	Functional motor deficit
C4025596	Abnormality of connective tissue
C4025609	EMG: axonal abnormality
C4025649	Reduced factor VIII activity
C4025650	Abnormal circulating lipid concentration
C4025751	Abnormality of the pancreas
C4025790	Specific learning disability
C4025804	Abnormal fundus morphology
C4025836	Abnormal choroid morphology
C4025846	Abnormality of vision
C4048303	Osteoclastic Giant Cell-Rich Tumor of Bone
C4048549	Malignant germ cell neoplasm
C4048705	Hypermethioninemia
C4048809	SCHWANNOMATOSIS 1
C4049328	Renal medullary carcinoma
C4049796	Abnormality of cardiovascular system morphology
C4053514	Nasal Chondromesenchymal Hamartoma
C4053528	Cribriform Neuroepithelial Tumor
C4053736	Catecholaminergic Polymorphic Ventricular Tachycardia Type 1
C4053775	Pituitary stalk interruption syndrome
C4054188	Ph-Like Acute Lymphoblastic Leukemia
C4054287	Ovarian Microcystic Stromal Tumor
C4054345	Non-Cutaneous Leiomyosarcoma
C4055466	Soft Tissue Angiosarcoma
C4072940	Ossifying fibroma of the jaw
C4072980	Exudative vitreoretinopathy
C4082171	Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency
C4082197	Charcot-Marie-Tooth disease type 4
C4082304	Oligodontia
C4083045	PARKINSON DISEASE 11, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO
C4083047	MULTIPLE SELF-HEALING SQUAMOUS EPITHELIOMA, SUSCEPTIBILITY TO
C4084708	DEAFNESS, AUTOSOMAL DOMINANT 40
C4084821	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2U
C4084840	FANCONI ANEMIA, COMPLEMENTATION GROUP T
C4084842	JOUBERT SYNDROME 25
C4085251	PAGET DISEASE OF BONE 2, EARLY-ONSET
C4085252	PAGET DISEASE OF BONE 3
C4085582	MENTAL RETARDATION, X-LINKED 102
C4085590	Cone-Rod Dystrophies
C4085597	CHOPS SYNDROME
C4087468	Urothelial cancer of renal pelvis
C4225161	HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3
C4225163	MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE)
C4225164	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3
C4225165	NEPHROTIC SYNDROME, TYPE 13
C4225166	NEPHROTIC SYNDROME, TYPE 12
C4225167	SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY
C4225172	CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION
C4225174	MYELOPROLIFERATIVE/LYMPHOPROLIFERATIVE NEOPLASMS, FAMILIAL (MULTIPLE TYPES), SUSCEPTIBILITY TO
C4225177	SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1
C4225179	COWDEN SYNDROME 7
C4225180	EVEN-PLUS SYNDROME
C4225183	BRACHYDACTYLY, TYPE A1, D
C4225188	MEIER-GORLIN SYNDROME 6
C4225189	MICROCEPHALY, CONGENITAL CATARACT, AND PSORIASIFORM DERMATITIS
C4225192	MUSCULAR DYSTROPHY, AUTOSOMAL RECESSIVE, WITH CARDIOMYOPATHY AND TRIANGULAR TONGUE
C4225205	SPINOCEREBELLAR ATAXIA 42
C4225210	OOCYTE MATURATION DEFECT 2
C4225212	SECKEL SYNDROME 9
C4225222	TAKENOUCHI-KOSAKI SYNDROME
C4225225	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2
C4225228	NEPHROTIC SYNDROME, TYPE 11
C4225236	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21
C4225244	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Y
C4225247	LEUKODYSTROPHY, HYPOMYELINATING, 12
C4225250	SPASTIC PARAPLEGIA 75, AUTOSOMAL RECESSIVE
C4225253	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2X
C4225259	SMITH-KINGSMORE SYNDROME
C4225260	IMMUNODEFICIENCY 44
C4225261	SEIZURES, CORTICAL BLINDNESS, AND MICROCEPHALY SYNDROME
C4225262	POROKERATOSIS 9, MULTIPLE TYPES
C4225267	HEIMLER SYNDROME 2
C4225268	CUTIS LAXA, AUTOSOMAL DOMINANT 3
C4225270	Kosaki overgrowth syndrome
C4225272	SPASTIC PARAPLEGIA 9B, AUTOSOMAL RECESSIVE
C4225273	SPONDYLOEPIPHYSEAL DYSPLASIA, STANESCU TYPE
C4225275	MENTAL RETARDATION, AUTOSOMAL DOMINANT 40
C4225276	EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME
C4225289	EPILEPSY, PROGRESSIVE MYOCLONIC, 9
C4225290	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26
C4225295	POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS
C4225299	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14
C4225302	NEUROPATHY, HEREDITARY MOTOR AND SENSORY, TYPE VIB, WITH OPTIC ATROPHY
C4225305	LEUKODYSTROPHY, HYPOMYELINATING, 11
C4225312	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2
C4225317	ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE
C4225318	EPILEPSY, FAMILIAL TEMPORAL LOBE, 8
C4225319	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 50
C4225320	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 50
C4225321	ZIMMERMANN-LABAND SYNDROME 2
C4225325	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 4
C4225326	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 3
C4225327	EPILEPSY, FAMILIAL TEMPORAL LOBE, 7
C4225328	IMMUNODEFICIENCY 40
C4225332	LEUKODYSTROPHY, HYPOMYELINATING, 10
C4225334	AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE
C4225337	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 33
C4225338	MICROCEPHALY 14, PRIMARY, AUTOSOMAL RECESSIVE
C4225343	MENTAL RETARDATION, AUTOSOMAL DOMINANT 38
C4225347	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4
C4225351	White Sutton syndrome
C4225352	MENTAL RETARDATION, AUTOSOMAL DOMINANT 36
C4225353	PARKINSON DISEASE 21
C4225354	MENTAL RETARDATION, AUTOSOMAL DOMINANT 35
C4225356	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6
C4225357	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31
C4225361	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 29
C4225363	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 2
C4225364	MYASTHENIC SYNDROME, CONGENITAL, 18
C4225368	MYASTHENIC SYNDROME, CONGENITAL, 9, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY
C4225375	MENTAL RETARDATION, AUTOSOMAL DOMINANT 33
C4225377	MYASTHENIC SYNDROME, CONGENITAL, 17
C4225380	SINGLETON-MERTEN SYNDROME 2
C4225384	OPTIC ATROPHY 9
C4225386	LETHAL CONGENITAL CONTRACTURE SYNDROME 7
C4225395	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 48
C4225396	ARBOLEDA-THAM SYNDROME
C4225397	ATAXIA-OCULOMOTOR APRAXIA 4
C4225400	INTERSTITIAL LUNG AND LIVER DISEASE
C4225404	ACROMESOMELIC DYSPLASIA, DEMIRHAN TYPE
C4225408	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 25
C4225411	DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS
C4225416	MENTAL RETARDATION, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED
C4225417	MENTAL RETARDATION, X-LINKED, SYNDROMIC 34
C4225419	RITSCHER-SCHINZEL SYNDROME 2
C4225420	TRICHOTHIODYSTROPHY 5, NONPHOTOSENSITIVE
C4225422	DIAMOND-BLACKFAN ANEMIA 14 WITH MANDIBULOFACIAL DYSOSTOSIS
C4225426	THYROID CANCER, NONMEDULLARY, 2
C4225427	SINGLETON-MERTEN SYNDROME 1
C4225428	ANEMIA, SIDEROBLASTIC, 4
C4225667	CHROMOSOME 16p13.2 DELETION SYNDROME
C4274118	Joubert syndrome with ocular defect
C4274968	Familial isolated arrhythmogenic right ventricular dysplasia
C4275179	Young onset Parkinson disease
C4281559	FRONTOMETAPHYSEAL DYSPLASIA 1
C4282400	Polydactyly, Postaxial, Type A1
C4283745	Neurodegeneration due to 3-hydroxyisobutyryl coenzyme A hydrolase deficiency
C4283858	Anaplastic Pleomorphic Xanthoastrocytoma
C4284088	MIRAGE SYNDROME
C4284093	FANCONI ANEMIA, COMPLEMENTATION GROUP R
C4284588	SPASTIC PARAPLEGIA 62, AUTOSOMAL RECESSIVE
C4288001	Vulvar Hidradenoma Papilliferum
C4288013	Vulvar Adenocarcinoma of Mammary Gland Type
C4288047	Uterine Corpus Rhabdomyosarcoma
C4288403	Peritoneal Solitary Fibrous Tumor
C4288773	Malignant Vulvar Phyllodes Tumor
C4289589	Endometrial Dedifferentiated Carcinoma
C4289688	Diffuse midline glioma, point mutation K27M in histone H3
C4290008	Abdominal Inflammatory Myofibroblastic Tumor
C4303860	Craniofacial ulnar renal syndrome
C4305467	Neuroendocrine tumor of pancreas
C4310614	OTULIN-related autoinflammatory syndrome
C4310619	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 59
C4310627	MUCOPOLYSACCHARIDOSIS-PLUS SYNDROME
C4310629	LYMPHATIC MALFORMATION 7
C4310632	EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT
C4310641	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 58
C4310643	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE
C4310647	SECKEL SYNDROME 10
C4310652	FANCONI ANEMIA, COMPLEMENTATION GROUP V
C4310653	LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME
C4310656	IMMUNODEFICIENCY 49
C4310658	MYOCLONUS, INTRACTABLE, NEONATAL
C4310663	SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED
C4310664	SUDDEN CARDIAC FAILURE, INFANTILE
C4310671	ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM
C4310676	MITOCHONDRIAL DNA DEPLETION SYNDROME 12A (CARDIOMYOPATHIC TYPE), AUTOSOMAL DOMINANT
C4310678	LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA
C4310682	INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA
C4310683	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND IMPAIRED EXPRESSIVE LANGUAGE AND WITH OR WITHOUT SEIZURES
C4310686	SHORT STATURE, RHIZOMELIC, WITH MICROCEPHALY, MICROGNATHIA, AND DEVELOPMENTAL DELAY
C4310687	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 46
C4310688	SIFRIM-HITZ-WEISS SYNDROME
C4310689	SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES
C4310690	MITOCHONDRIAL DNA DEPLETION SYNDROME 15 (HEPATOCEREBRAL TYPE)
C4310693	NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET
C4310695	ANIRIDIA 3
C4310696	Zhu-Tokita-Takenouchi-Kim syndrome
C4310697	FRONTOMETAPHYSEAL DYSPLASIA 2
C4310703	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 56
C4310717	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 41
C4310720	GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY
C4310722	CILIARY DYSKINESIA, PRIMARY, 34
C4310725	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B
C4310733	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4
C4310735	PORTAL HYPERTENSION, NONCIRRHOTIC
C4310736	MUSCULAR DYSTROPHY, CONGENITAL, DAVIGNON-CHAUVEAU TYPE
C4310739	OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME
C4310740	INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 44, WITH MICROCEPHALY
C4310744	BONE MARROW FAILURE SYNDROME 3
C4310749	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26
C4310752	DUANE RETRACTION SYNDROME 3 WITH OR WITHOUT DEAFNESS
C4310757	PONTOCEREBELLAR HYPOPLASIA, TYPE 2F
C4310761	HYDROPS, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA
C4310766	MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION
C4310767	CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3
C4310768	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2
C4310773	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30
C4310774	MENTAL RETARDATION, AUTOSOMAL DOMINANT 42
C4310775	DEAFNESS, AUTOSOMAL DOMINANT 70
C4310778	YOU-HOOVER-FONG SYNDROME
C4310785	TRICHOTHIODYSTROPHY 6, NONPHOTOSENSITIVE
C4310788	COFFIN-SIRIS SYNDROME 5
C4310789	THROMBOCYTOPENIA 6
C4310798	IMMUNODEFICIENCY-CENTROMERIC INSTABILITY-FACIAL ANOMALIES SYNDROME 4
C4310800	SPASTIC PARAPLEGIA 76, AUTOSOMAL RECESSIVE
C4310804	WITTEVEEN-KOLK SYNDROME
C4310809	ANTERIOR SEGMENT DYSGENESIS 5
C4310812	IMMUNODEFICIENCY 50
C4310814	MENTAL RETARDATION, X-LINKED, SYNDROMIC, BAIN TYPE
C4310820	BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT
C4310833	INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN
C4311048	CHROMOSOME 19q13.11 DELETION SYNDROME, DISTAL
C4313718	Nocturnal frontal lobe epilepsy
C4316787	Kenny-Caffey syndrome, type 2
C4316837	Clear cell odontogenic carcinoma
C4316870	Abnormality of the eye
C4317154	COLE-CARPENTER SYNDROME 1
C4329269	Acute Myeloid Leukemia with Biallelic Mutations of CEBPA
C4329301	Anastomosing Hemangioma
C4329384	B lymphoblastic leukemia lymphoma with iAMP21
C4329628	Central Nervous System Desmoid-Type Fibromatosis
C4329640	Central Nervous System Solitary Fibrous Tumor/Hemangiopericytoma
C4330531	Large Cell/Anaplastic Medulloblastoma
C4330658	Salivary Gland Secretory Carcinoma
C4330667	Medulloblastoma, Non-WNT/Non-SHH
C4330858	Oral Epithelial Dysplasia
C4330920	POLE Exonuclease Domain Mutation
C4331262	Rosette-forming glioneuronal neoplasm
C4476540	Dilatation of the cerebral artery
C4476554	Carotid artery dilatation
C4478372	CILIARY DYSKINESIA, PRIMARY, 36, X-LINKED
C4478379	MENTAL RETARDATION, X-LINKED 106
C4478383	MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35
C4479208	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 51
C4479246	CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER
C4479250	CONGENITAL HEART DEFECTS AND ECTODERMAL DYSPLASIA
C4479319	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 54
C4479333	NEURODEVELOPMENTAL DISORDER WITH EPILEPSY, CATARACTS, FEEDING DIFFICULTIES, AND DELAYED BRAIN MYELINATION
C4479357	ANAUXETIC DYSPLASIA 2
C4479387	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIC
C4479409	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID
C4479428	DIAMOND-BLACKFAN ANEMIA 17
C4479431	BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY
C4479476	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60
C4479491	LOPES-MACIEL-RODAN SYNDROME
C4479496	CRANIOSYNOSTOSIS 7
C4479510	PREMATURE OVARIAN FAILURE 13
C4479515	BLEEDING DISORDER, PLATELET-TYPE, 21
C4479517	JANSEN-DE VRIES SYNDROME
C4479520	INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES
C4479526	RETINITIS PIGMENTOSA 79
C4479548	SPECIFIC GRANULE DEFICIENCY 2
C4479566	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, HYPOTONIA, AND VARIABLE BRAIN ANOMALIES
C4479569	NEURODEVELOPMENTAL DISORDER WITH INVOLUNTARY MOVEMENTS
C4479577	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2
C4479603	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, NEUROPATHY, AND DEAFNESS
C4479608	MICROCEPHALY 18, PRIMARY, AUTOSOMAL DOMINANT
C4479613	NEURODEVELOPMENTAL DISORDER WITH MIDBRAIN AND HINDBRAIN MALFORMATIONS
C4479631	NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE MICROCEPHALY, SPASTICITY, AND BRAIN ANOMALIES
C4479637	RAHMAN SYNDROME
C4479652	GABRIELE-DE VRIES SYNDROME
C4479654	COHEN-GIBSON SYNDROME
C4479655	MEIER-GORLIN SYNDROME 8
C4479656	PERRAULT SYNDROME 6
C4509932	Natural killer cell enteropathy
C4511687	Pancreatic Intraductal Papillary Mucinous Neoplasm
C4518194	Epithelioid angiomyolipoma
C4518232	Primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell lymphoma
C4518336	Spinocerebellar ataxia type 40
C4520679	Abnormal macular morphology
C4520764	Stage 0 Cutaneous Melanoma AJCC v6 and v7
C4520822	Stage 0 Colon Cancer AJCC v6 and v7
C4520859	Skin Tissue, Human
C4521564	FANCONI ANEMIA, COMPLEMENTATION GROUP W
C4522160	Invasive Mucinous Lung Adenocarcinoma
C4524517	Cutaneous Squamous Cell Carcinoma of the Head and Neck
C4526833	Small Cell Lung Carcinoma Transformation
C4526910	Lung Enteric Adenocarcinoma
C4528210	Breast implant-associated anaplastic large-cell lymphoma
C4531138	Short telomere length
C4538355	PITUITARY ADENOMA 1, MULTIPLE TYPES
C4538468	MARSILI SYNDROME
C4539767	EXUDATIVE VITREORETINOPATHY 7
C4539857	CONGENITAL HEART DEFECTS AND SKELETAL MALFORMATIONS SYNDROME
C4539873	MICROCEPHALY, SHORT STATURE, AND LIMB ABNORMALITIES
C4539881	DEAFNESS, AUTOSOMAL DOMINANT 71
C4539896	NEPHROTIC SYNDROME, TYPE 15
C4539944	SCHIZOPHRENIA 19
C4539948	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 26
C4539951	MENTAL RETARDATION, AUTOSOMAL DOMINANT 47
C4539964	DEAFNESS, AUTOSOMAL RECESSIVE 107
C4540020	JOINT LAXITY, SHORT STATURE, AND MYOPIA
C4540029	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32
C4540034	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 56
C4540040	FRASER SYNDROME 3
C4540086	NEURODEGENERATION, CHILDHOOD-ONSET, WITH BRAIN ATROPHY
C4540127	BLEPHAROCHEILODONTIC SYNDROME 2
C4540131	PILAROWSKI-BJORNSSON SYNDROME
C4540156	AL KAISSI SYNDROME
C4540171	3-METHYLGLUTACONIC ACIDURIA, TYPE IX
C4540188	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, ATAXIA, AND SEIZURES
C4540199	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 1
C4540209	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33
C4540232	IMMUNODEFICIENCY 71 WITH INFLAMMATORY DISEASE AND CONGENITAL THROMBOCYTOPENIA
C4540265	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IX
C4540266	GALLOWAY-MOWAT SYNDROME 3
C4540270	GALLOWAY-MOWAT SYNDROME 4
C4540277	FACIAL PALSY, CONGENITAL, WITH PTOSIS AND VELOPHARYNGEAL DYSFUNCTION
C4540293	IMMUNODEFICIENCY, DEVELOPMENTAL DELAY, AND HYPOHOMOCYSTEINEMIA
C4540299	SWEENEY-COX SYNDROME
C4540321	MENTAL RETARDATION, AUTOSOMAL DOMINANT 48
C4540345	MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION
C4540367	SHORT STATURE, HEARING LOSS, RETINITIS PIGMENTOSA, AND DISTINCTIVE FACIES
C4540389	JOUBERT SYNDROME 33
C4540404	SPINOCEREBELLAR ATAXIA 46
C4540434	COMBINED IMMUNODEFICIENCY AND MEGALOBLASTIC ANEMIA WITH OR WITHOUT HYPERHOMOCYSTEINEMIA
C4540453	NEPHROTIC SYNDROME, TYPE 16
C4540484	MENTAL RETARDATION, AUTOSOMAL DOMINANT 54
C4540488	MICROCEPHALY 19, PRIMARY, AUTOSOMAL RECESSIVE
C4540493	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY
C4540496	NEURODEVELOPMENTAL DISORDER WITH SEVERE MOTOR IMPAIRMENT AND ABSENT LANGUAGE
C4540498	NEURODEVELOPMENTAL DISORDER WITH ATAXIC GAIT, ABSENT SPEECH, AND DECREASED CORTICAL WHITE MATTER
C4551463	Colon adenoma
C4551474	Seckel syndrome 1
C4551475	ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1
C4551478	NEU-LAXOVA SYNDROME 1
C4551481	TOWNES-BROCKS SYNDROME 1
C4551484	LEOPARD Syndrome, 1
C4551492	Micropenis
C4551500	Amyloid Polyneuropathy, Iowa Type
C4551501	AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1
C4551502	HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1
C4551506	Paroxysmal Nonkinesigenic Dyskinesia 1
C4551515	Chilblain lupus erythematosus
C4551527	Focal segmental glomerulosclerosis 1
C4551556	SPECIFIC GRANULE DEFICIENCY 1
C4551558	Fibromatosis, Gingival, Type 1
C4551563	Microcephaly (physical finding)
C4551568	Joubert syndrome 1
C4551572	MYOFIBROMATOSIS, INFANTILE, 1
C4551584	Brain atrophy
C4551592	SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 1
C4551596	Abnormal renal morphology
C4551602	Noonan Syndrome 1
C4551623	EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1
C4551632	Recurrent pancreatitis
C4551647	Romano-Ward Syndrome
C4551681	Periodontitis, Aggressive, 1
C4551683	Adrenal Gland Pheochromocytoma
C4551687	Sarcoma of soft tissue
C4551693	Wolfram Syndrome 1
C4551702	Branchiootorenal Syndrome 1
C4551714	Rod-Cone Dystrophy
C4551721	PERRAULT SYNDROME 1
C4551722	Encephalocele
C4551773	ZIMMERMANN-LABAND SYNDROME 1
C4551774	FEINGOLD SYNDROME 1
C4551776	RITSCHER-SCHINZEL SYNDROME 1
C4551804	Brugada Syndrome 1
C4551851	Cornelia de Lange Syndrome 1
C4551859	RUBINSTEIN-TAYBI SYNDROME 1
C4551877	Deficiency of propionyl-CoA carboxylase
C4551898	Cholestasis, progressive familial intrahepatic 1
C4551899	Summerskill syndrome
C4551902	Craniosynostosis, Type 1
C4551904	Total Anomalous Pulmonary Venous Return 1
C4551951	Inclusion Body Myopathy with Early-Onset Paget Disease with or without Frontotemporal Dementia 1
C4551952	Myopathy, Centronuclear, 1
C4551953	MACULAR DYSTROPHY, VITELLIFORM, 1
C4551955	Loeys-Dietz Syndrome, Type 1a
C4551957	Epilepsy, Familial Temporal Lobe 1
C4551958	MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 1
C4551966	GLUT1 DEFICIENCY SYNDROME 1
C4551974	DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1
C4551980	HEIMLER SYNDROME 1
C4551982	TRICHOHEPATOENTERIC SYNDROME 1
C4551985	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1
C4551995	Mitochondrial DNA Depletion Syndrome 1
C4551996	Auriculocondylar syndrome 1
C4552001	MEIER-GORLIN SYNDROME 1
C4552004	Distal Myopathy 1
C4552070	Pulmonary Hypertension, Primary, 1
C4552072	X-linked infantile spasms
C4552092	Dowling-Degos disease 1
C4552097	Nevus Sebaceus of Jadassohn
C4552100	Lynch Syndrome
C4554406	FANCONI ANEMIA, COMPLEMENTATION GROUP S
C4684845	Pulmonary Artery Intimal Sarcoma
C4692564	TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1
C4692625	SHWACHMAN-DIAMOND SYNDROME 1
C4692652	MENTAL RETARDATION, X-LINKED 107
C4693325	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL RECESSIVE
C4693381	AMYOTROPHIC LATERAL SCLEROSIS 23
C4693389	MENTAL RETARDATION, AUTOSOMAL DOMINANT 56
C4693391	NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES
C4693450	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34
C4693498	LEBER CONGENITAL AMAUROSIS WITH EARLY-ONSET DEAFNESS
C4693509	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE G
