#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Epididymitis	Human Phenotype Ontology	C0014534	HP:0000031		16 Feb 2016	Infectious disease
Epididymitis	MONDO	C0014534	MONDO:0004779		16 Feb 2016	Infectious disease
Epididymo-orchitis	MONDO	C0149881	MONDO:0004778		04 Jun 2020	Infectious disease
Epidural abscess	MONDO	C0270629	MONDO:0005752		17 Apr 2020	Disease
Epidural hemorrhage	Human Phenotype Ontology	C0238154	HP:0100310		16 Feb 2016	Finding
Epidural spinal canal angiolipoma	MONDO	C1333416	MONDO:0002712		17 Apr 2020	Disease
Epidural spinal canal meningioma	MONDO	C1333417	MONDO:0002778		17 Apr 2020	Disease
Epidural spinal canal neoplasm	MONDO	C0014536	MONDO:0002713		17 Apr 2020	Disease
Epigastric auras	Human Phenotype Ontology	C4023506	HP:0011159		16 Feb 2016	Finding
Epigastric pain	Human Phenotype Ontology	C0232493	HP:0410019		04 Apr 2018	Finding
Epiglottis cancer	MONDO		MONDO:0004473		17 Apr 2020	Disease
Epiglottis neoplasm	MONDO	C1290353	MONDO:0004109		17 Apr 2020	Disease
Epiglottitis	MONDO	C0014541	MONDO:0005753		17 Apr 2020	Disease
Epignathus	MONDO	C0266725	MONDO:0015386		02 Apr 2017	Finding
Epignathus	Human Phenotype Ontology	C0266725	HP:0030767		02 Apr 2017	Finding
Epilepsia partialis continua	Human Phenotype Ontology	C0085543	HP:0012847		16 Feb 2016	Finding
Epilepsia partialis continua	MONDO	C0085543	MONDO:0006748		16 Feb 2016	Finding
Epilepsy	MONDO	C0014544	MONDO:0005027		06 Jul 2018	Disease
epilepsy (2-5 years old)					17 Jul 2020	Finding
Epilepsy and/or ataxia with myoclonus as major feature	MONDO	CN261764	MONDO:0017653		17 Apr 2020	Disease
epilepsy at 20 months (normal EEG)					17 Jul 2020	Finding
Epilepsy benign neonatal dominant form					16 Feb 2016	Disease
Epilepsy benign neonatal recessive form					16 Feb 2016	Disease
Epilepsy due to perinatal stroke	NCBI curation	C4511427			12 Sep 2018	Disease
Epilepsy Encephalopathy					19 Jan 2021	Finding
epilepsy from 2 years old					17 Jul 2020	Finding
epilepsy intractable withoutut status epilepticus					05 Sep 2019	Finding
Epilepsy mental deterioration Finnish type					16 Feb 2016	Disease
Epilepsy microcephaly skeletal dysplasia					16 Feb 2016	Disease
epilepsy not intractable without status epilepticus					05 Sep 2019	Finding
epilepsy not intractible					05 Sep 2019	Finding
Epilepsy of infancy with migrating focal seizures	MONDO	C4518639	MONDO:0100025		17 Apr 2020	Disease
Epilepsy syndrome	MONDO	C4505072	MONDO:0015650		27 Oct 2020	Disease
Epilepsy with generalized tonic-clonic seizures	MONDO	C0014549	MONDO:0005754		17 Apr 2020	Disease
Epilepsy with grand mal seizures on awakening		C2750893		607628	16 Feb 2016	Disease
Epilepsy with myoclonic absences	MONDO	C0393703	MONDO:0019487		17 Apr 2020	Disease
Epilepsy with myoclono-astatic crisis					16 Feb 2016	Disease
epilepsy without status epilepticus					05 Sep 2019	Finding
Epilepsy, benign neonatal, 1, and/or myokymia	NCBI curation				16 Feb 2016	Disease
Epilepsy, childhood absence 1	NCBI curation	C1838604		600131	16 Feb 2016	Disease
Epilepsy, childhood absence 2	NCBI curation	C1843244		607681	16 Feb 2016	Disease
Epilepsy, childhood absence 4	NCBI curation	C1970160			16 Feb 2016	Disease
Epilepsy, childhood absence 5	NCBI curation	C2677087		612269	16 Feb 2016	Disease
Epilepsy, childhood absence 6	NCBI curation	C2749872		611942	16 Feb 2016	Disease
Epilepsy, childhood absence, JRK related		CN240376			31 Jan 2017	Disease
Epilepsy, early-onset, vitamin b6-dependent	NCBI curation	C4310632		617290	20 Jun 2017	Disease
Epilepsy, early-onset, with or without developmental delay	MONDO	C5394228	MONDO:0030005	618832	22 Jan 2021	Disease
Epilepsy, familial adult myoclonic 2	NCBI curation	C1842852		607876	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 1	MONDO	C1832841	MONDO:0010985	601068	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 3	MONDO	C3150860	MONDO:0013322	613608	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 4	MONDO	C3554560	MONDO:0014055	615127	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 5	MONDO	C3809374	MONDO:0014167	615400	16 Feb 2016	Disease
Epilepsy, familial adult myoclonic, 6	MONDO	C4748079	MONDO:0054846	618074	22 Jan 2021	Disease
Epilepsy, familial adult myoclonic, 7	MONDO	C4748080	MONDO:0054847	618075	22 Jan 2021	Disease
Epilepsy, familial focal, with variable foci 1	MONDO	C4551983	MONDO:0024556	604364	20 Jun 2017	Disease
Epilepsy, familial focal, with variable foci 2	MONDO	C4310709	MONDO:0014924	617116	20 Jun 2017	Disease
Epilepsy, familial focal, with variable foci 3	MONDO	C4310708	MONDO:0014925	617118	20 Jun 2017	Disease
Epilepsy, familial focal, with variable foci 4	MONDO	C4693694	MONDO:0054776	617935	11 Jan 2020	Disease
Epilepsy, familial temporal lobe, 3	NCBI curation	C1968848		611630	24 Aug 2016	Disease
Epilepsy, familial temporal lobe, 4	NCBI curation	C1968847		611631	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 5	NCBI curation	C3280730		614417	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 6	NCBI curation	C3810320		615697	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 7	NCBI curation	C4225327		616436	16 Feb 2016	Disease
Epilepsy, familial temporal lobe, 8	NCBI curation	C4225318		616461	16 Feb 2016	Disease
Epilepsy, focal, SCN3A related		CN240377			31 Jan 2017	Disease
Epilepsy, focal, with speech disorder and with or without mental retardation	NCBI curation	C3806402		245570	24 Aug 2016	Disease
Epilepsy, hearing loss, and mental retardation syndrome	NCBI curation	C4225276		616577	16 Feb 2016	Disease
Epilepsy, hot water, 2	MONDO	C3150536	MONDO:0013230	613340	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 1	NCBI curation	CN295217			16 Feb 2016	Disease
Epilepsy, idiopathic generalized 10	NCBI curation	C2751603		613060	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 2	NCBI curation	C1846992		606972	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 3	NCBI curation	C1837468		608762	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 4	NCBI curation	C1857851		609750	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 5	NCBI curation	C2677808		611934	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 6	NCBI curation	C2677793			16 Feb 2016	Disease
Epilepsy, idiopathic generalized 7	NCBI curation	C2751729		604827	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 8	NCBI curation	C2752062		612899	16 Feb 2016	Disease
Epilepsy, idiopathic generalized 9	NCBI curation	C2750887		607682	16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to	NCBI curation				16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to, 12	MONDO	C3553859	MONDO:0013919	614847	16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to, 14	MONDO	C4225245	MONDO:0014734	616685	16 Feb 2016	Disease
Epilepsy, idiopathic generalized, susceptibility to, 15	MONDO	C5193050	MONDO:0032699	618357	18 Mar 2019	Disease
Epilepsy, idiopathic generalized, susceptibility to, 16	MONDO	C5231421	MONDO:0032827	618596	22 Jan 2021	Disease
EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 18	OMIM	CN300443	619521	619521	11 Sep 2021	Disease
Epilepsy, idiopathic generalized, susceptibility to, locus on chromosome 8	NCBI curation				16 Feb 2016	Disease
Epilepsy, juvenile absence 2	NCBI curation	C2750895			16 Feb 2016	Disease
Epilepsy, juvenile absence, susceptibility to, 1	MONDO	C2750892	MONDO:0020772	607631	02 Jan 2020	Disease
Epilepsy, juvenile myoclonic 5	NCBI curation	C4013473		611136	16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 6	NCBI curation	C2750888			16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 7	NCBI curation	C2751604			16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 8	NCBI curation	C2750894			16 Feb 2016	Disease
Epilepsy, juvenile myoclonic 9	NCBI curation	C3280332		614280	16 Feb 2016	Disease
Epilepsy, juvenile myoclonic, susceptibility to		CN260081			20 Jun 2019	Disease
Epilepsy, juvenile myoclonic, susceptibility to, 10	MONDO	C4693613	MONDO:0060671	617924	22 Jan 2021	Disease
Epilepsy, mitochondrial	NCBI curation	C4016624			16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, 5	NCBI curation	C3554306		615005	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 1	NCBI curation	C1838049		600513	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 2	NCBI curation	C1864125		603204	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 3	NCBI curation	C1854335		605375	16 Feb 2016	Disease
Epilepsy, nocturnal frontal lobe, type 4	NCBI curation	C1835905		610353	16 Feb 2016	Disease
Epilepsy, partial, with pericentral spikes	MONDO	C1846609	MONDO:0011796	607221	16 Feb 2016	Disease
Epilepsy, photogenic, with spastic diplegia and mental retardation	NCBI curation	C1856931		226800	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg)		CN233037			16 Feb 2016	Disease
Epilepsy, progressive myoclonic 2A (Lafora)		CN260079			20 Jun 2019	Disease
Epilepsy, progressive myoclonic 2b	NCBI curation	C1850764			16 Feb 2016	Disease
Epilepsy, progressive myoclonic 2B (Lafora)		CN260080			20 Jun 2019	Disease
Epilepsy, progressive myoclonic 3	NCBI curation	C2673257		611726	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 4, with or without renal failure	NCBI curation	C0751779		254900	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 5	NCBI curation	C5190799			16 Feb 2016	Disease
Epilepsy, progressive myoclonic 6	NCBI curation	C3279627		614018	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 7	NCBI curation	C4015420		616187	16 Feb 2016	Disease
Epilepsy, progressive myoclonic 8	NCBI curation	C4015619		616230	16 Feb 2016	Disease
Epilepsy, progressive myoclonic, 10	NCBI curation	C4225258		616640	16 Feb 2016	Disease
Epilepsy, progressive myoclonic, 11	MONDO	C5394362	MONDO:0030034	618876	22 Jan 2021	Disease
Epilepsy, progressive myoclonic, 12	MONDO	CN295304	MONDO:0030936	619191	07 Jun 2021	Disease
Epilepsy, progressive myoclonic, 3, with intracellular inclusions	NCBI curation	C4017260			23 Oct 2016	Disease
Epilepsy, progressive myoclonic, 9	NCBI curation	C4225289		616540	16 Feb 2016	Disease
Epilepsy, progressive myoclonic, with sensory ataxic neuropathy		CN235674			26 May 2016	Disease
Epilepsy, X-linked, with variable learning disabilities and behavior disorders	NCBI curation	C1845343		300491	16 Feb 2016	Disease
Epilepsy-telangiectasia syndrome	MONDO	C1856929	MONDO:0009188	226850	17 Apr 2020	Disease
Epileptic encephalopathy	Human Phenotype Ontology	C0543888	HP:0200134		16 Feb 2016	Finding
Epileptic encephalopathy Lennox-Gastaut type		C3807541		606369	16 Feb 2016	Disease
epileptic encephalopathy, early infanitle, 1		CN221281			16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 1	NCBI curation	C3463992		308350	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 19	NCBI curation	C3810400		615744	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 23	NCBI curation	C4014492		615859	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 24	NCBI curation	C4014531		615871	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 25	NCBI curation	C4014621		615905	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 26	NCBI curation	C4015119		616056	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 27	NCBI curation	C4015316		616139	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 28	NCBI curation	C4015519		616211	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 29	NCBI curation	C4225361		616339	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 3	NCBI curation	CN293474		609304	16 Nov 2020	Disease
Epileptic encephalopathy, early infantile, 30	NCBI curation	C4225360		616341	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 31	NCBI curation	C4225357		616346	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 32	NCBI curation	C4225350		616366	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 33	NCBI curation	C4225337		616409	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 35	NCBI curation	C4225256		616647	16 Feb 2016	Disease
Epileptic encephalopathy, early infantile, 36	NCBI curation	C3550904		300884	24 Aug 2016	Disease
Epileptic encephalopathy, early infantile, 37	NCBI curation	C4310770		616981	04 Sep 2016	Disease
Epileptic encephalopathy, early infantile, 38	NCBI curation	C4310762		617020	24 Aug 2016	Disease
Epileptic encephalopathy, early infantile, 40	NCBI curation	C4310737		617065	24 Aug 2016	Disease
Epileptic encephalopathy, early infantile, 41	NCBI curation	C4310717		617105	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 42	NCBI curation	C4310716		617106	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 43	NCBI curation	C4310712		617113	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 44	NCBI curation	C4310700		617132	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 45	NCBI curation	C4310691		617153	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 46	NCBI curation	C4310687		617162	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 47	NCBI curation	C4310685		617166	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 48	NCBI curation	C4310637		617276	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 49	NCBI curation	C4310635		617281	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 50	NCBI curation	C4225320		616457	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 51	NCBI curation	C4479208		617339	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 52	NCBI curation	C4479236		617350	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 53	NCBI curation	C4479313		617389	20 Jun 2017	Disease
Epileptic encephalopathy, early infantile, 54	NCBI curation	C4479319		617391	20 Jun 2017	Disease
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 82	OMIM	C5231473	618721	618721	29 Dec 2019	Disease
Epileptic encephalopathy, infantile or early childhood	OMIM phenotypic series	CN263091	PS617711		29 Dec 2019	Disease
Epileptic encephalopathy, infantile or early childhood	MONDO	CN263091	MONDO:0020627		29 Dec 2019	Disease
Epileptic encephalopathy, infantile or early childhood 3	NCBI curation	C4693934		618012	29 Dec 2019	Disease
epileptic encephalopathy. Congenital retinopathy. Profound developmental delay and arrest of development.		CN235540			16 Mar 2016	Finding
Epileptic seizures					23 Jun 2020	Finding
Epileptic seizures from 7 months old with cyanosis and slowed EEG					01 Oct 2020	Finding
Epileptic spasms	Human Phenotype Ontology	C1527366	HP:0011097		16 Feb 2016	Finding
epileptic syndromes with complex partial seizures					05 Sep 2019	Finding
Epileptiform EEG discharges	Human Phenotype Ontology	C4023491	HP:0011182		16 Feb 2016	Finding
Epimerase deficiency					16 Feb 2016	Disease
Epimetaphyseal dysplasia cataract	MONDO		MONDO:0023083		16 Feb 2016	Disease
Epimetaphyseal skeletal dysplasia	MONDO		MONDO:0015907		16 Feb 2016	Disease
Epinastine response		CN298064			23 Jun 2021	Pharmacological response
Epinephrine response		CN298065			23 Jun 2021	Pharmacological response
Epiphora due to excess lacrimation	MONDO	C0155233	MONDO:0001918		17 Apr 2020	Disease
Epiphora due to insufficient drainage	MONDO	C0155234	MONDO:0001792		17 Apr 2020	Disease
Epiphyseal chondrodysplasia, miura type	NCBI curation	C4014690		615923	16 Feb 2016	Disease
Epiphyseal deformities of tubular bones	Human Phenotype Ontology	C1854786	HP:0003053		16 Feb 2016	Finding
Epiphyseal dysplasia	Human Phenotype Ontology	C0392476	HP:0002656		16 Feb 2016	Finding
Epiphyseal dysplasia dysmorphism camptodactyly	MONDO		MONDO:0023084		16 Feb 2016	Disease
Epiphyseal dysplasia hearing loss dysmorphism					16 Feb 2016	Disease
Epiphyseal dysplasia of femoral head, myopia, and deafness	MONDO	C1856918	MONDO:0009190	226950	16 Feb 2016	Disease
Epiphyseal dysplasia, baumann type	NCBI curation	C1835830		610797	16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, 1, severe	NCBI curation	C4016660			16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, 2	MONDO	C1838429	MONDO:0010844	600204	22 Apr 2020	Disease
Epiphyseal dysplasia, multiple, 3	MONDO	C1832998	MONDO:0010964	600969	22 Apr 2020	Disease
Epiphyseal dysplasia, multiple, 3, with myopathy	NCBI curation	C3152083			16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, 3, with or without myopathy		CN259013			13 Jun 2019	Disease
Epiphyseal dysplasia, multiple, 7	MONDO	C4540251	MONDO:0054680	617719	22 Jan 2021	Disease
Epiphyseal dysplasia, multiple, with miniepiphyses	NCBI curation	C1836307		609325	16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, with myopia and conductive deafness	NCBI curation	C1851536		132450	16 Feb 2016	Disease
Epiphyseal dysplasia, multiple, with severe proximal femoral dysplasia	NCBI curation	C1836315		609324	16 Feb 2016	Disease
Epiphyseal dysplasia, ribbing type	NCBI curation				16 Feb 2016	Disease
Epiphyseal dysplasia-hearing loss-dysmorphism syndrome	MONDO	C4707857	MONDO:0015941		17 Apr 2020	Disease
Epiphyseal stippling	Human Phenotype Ontology	C1859126	HP:0010655		16 Feb 2016	Finding
Epiphyseal stippling of finger phalanges	Human Phenotype Ontology	C4021304	HP:0010237		16 Feb 2016	Finding
Epiphyseal stippling of the first metacarpal	Human Phenotype Ontology	C4021345	HP:0010024		16 Feb 2016	Finding
Epiphyseal stippling of the humerus	Human Phenotype Ontology	C4021711	HP:0003902		16 Feb 2016	Finding
Epiphyseal stippling of the metacarpals	Human Phenotype Ontology	C4021514	HP:0009195		16 Feb 2016	Finding
Epiphyseal stippling of toe phalanges	Human Phenotype Ontology	C4021332	HP:0010171		16 Feb 2016	Finding
Epiphyseal streaking	Human Phenotype Ontology	C1858039	HP:0004990		16 Feb 2016	Finding
Epiphysiolysis of the hip	MONDO		MONDO:0018382		17 Apr 2020	Disease
Epiretinal membrane	Human Phenotype Ontology	C0339543	HP:0100014		16 Feb 2016	Finding
Epirubicin response		CN298066			23 Jun 2021	Pharmacological response
epirubicin response - Efficacy	PharmGKB		1446897383PA449476		06 Jul 2018	Pharmacological response
Episcleritis	Human Phenotype Ontology	C0014583	HP:0100534		16 Feb 2016	Finding
Episcleritis periodica fugax	MONDO	C0155351	MONDO:0001439		17 Apr 2020	Disease
Episodic abdominal pain	Human Phenotype Ontology	C3808022	HP:0002574		16 Feb 2016	Finding
Episodic ammonia intoxication	Human Phenotype Ontology	C1839541	HP:0001951		16 Feb 2016	Finding
Episodic ataxia	OMIM phenotypic series	C1720189	PS160120		16 Feb 2016	Disease
Episodic ataxia	Human Phenotype Ontology	C1720189	HP:0002131		16 Feb 2016	Disease
Episodic ataxia type 1	MONDO	C1719788	MONDO:0008047	160120	16 Feb 2016	Disease
Episodic Ataxia Type 10		CN230101			16 Feb 2016	Disease
Episodic Ataxia Type 11		CN230102			16 Feb 2016	Disease
Episodic Ataxia Type 12		CN230103			16 Feb 2016	Disease
Episodic ataxia type 2	MONDO	C1720416	MONDO:0007163	108500	16 Feb 2016	Disease
Episodic ataxia type 9	NCBI curation	C5394520		618924	11 Jul 2020	Disease
Episodic ataxia, type 2, and epilepsy	NCBI curation	C4016713			16 Feb 2016	Disease
Episodic ataxia, type 3	NCBI curation	C1847839		606554	16 Feb 2016	Disease
Episodic ataxia, type 4	NCBI curation	C1847843		606552	16 Feb 2016	Disease
